intent,text
order_status,kok ada tulisan pengiriman gagal gan
account_data,akun ke-hack ganti email orang lain sih
promotions_discounts,cara cek semua voucher aktif yg saya punya sob
promotions_discounts,promo dana untuk 12.12 ada ga
payment_inquiry,cara cek histori pembayaran dmn bang
cancellation_request,saya tidak jadi ambil pesanan COD sih
operating_hours_location,bisa chat CS di luar jam kerja ga
product_service_info,beda harddisk B vs lite apa
promotions_discounts,promo 11.11 berlaku sampai kapan
product_service_info,spek AC lengkap ada ga
account_data,alamat saya salah minta diperbaiki
promotions_discounts,promo member korporat lebih besar drpd member biasa ga bang
operating_hours_location,jam CS untuk area NTT berapa
account_data,cara ubah password di akun saya
complaint,tas yg saya terima baret banget
complaint,seller kirim makanan tidak berfungsi ini gimana
product_service_info,isi dalam box monitor apa aja sob
operating_hours_location,cabang terdekat dari rumah saya mana min
complaint,makanan yg saya terima tidak berfungsi banget
cancellation_request,cara membatalkan layanan berlangganan cloud storage ya
order_status,order semalem kok masih diproses terus bang
technical_support,loading terus pas mau chat seller sih
complaint,seller kirim makanan rusak ini gimana
operating_hours_location,toko di Grand Indonesia Batam dimana min
operating_hours_location,stand pameran di mall mana aja ya
account_data,nomor HP mau di-update bisa ga ya
payment_inquiry,pin ATM ga bisa buat transfer dong
technical_support,tidak bisa update foto profil
order_status,udah 3 hari belum nyampe paketnya gan
refund_request,refund dong laptopnya ga sesuai dong
refund_request,minta uang balik untuk hp deh
promotions_discounts,promo buy 2 get 2 free ada ga sob
cancellation_request,batalkan software saya nih
shipping_information,ongkir Pos Indonesia ke Pontianak berapa ya
promotions_discounts,diskon 30% untuk produk ini ada ga
operating_hours_location,outlet Sulawesi buka hari hari libur ga
account_data,foto profil ga bisa dihapus sih
promotions_discounts,brand day tanggal berapa
account_data,apakah bisa punya 2 akun berbeda di sini kak
complaint,produk ga sesuai sama foto dan deskripsi dong
operating_hours_location,ada store di Central Park ga sih
shipping_information,packing kayu dikenain biaya tambahan ga gan
complaint,apakah ada yg ngurus komplain serius di sini kak
technical_support,fitur verifikasi di dana ga berfungsi
promotions_discounts,event diskon payday tanggal berapa aja bang
promotions_discounts,pengguna baru dapet diskon 10% max berapa dong
product_service_info,apa earphone ini waterproof sob
complaint,tas yg saya terima lecet banget
refund_request,retur tas bisa via JNE ga dong
operating_hours_location,kantor cabang buka hari Sabtu ga gan
order_status,cek kiriman TIKI saya dong
shipping_information,COD bayar ongkir bisa ga kak
account_data,mau nonaktifkan akun sementara bisa ga dong
promotions_discounts,promo member lama lebih besar drpd member biasa ga gan
technical_support,error code 503 pas submit order kak
refund_request,refund dong makanannya ga sesuai deh
promotions_discounts,syarat voucher tahun baru apa aja
account_data,akun ke-hack ganti email orang lain min
complaint,udah komplen berkali-kali ga ada tanggapan sob
cancellation_request,cara berhenti langganan paket software sih
account_data,lupa email yg dipake buat daftar min
technical_support,app dana error pas buka pesanan
promotions_discounts,voucher anniversary masih berlaku ga
cancellation_request,seller ga respon mau cancel aja sob
order_status,update terakhir paket ORD001 mana
product_service_info,beli barang ini dapet bonus apa ga
refund_request,refund bisa instant ga kak
cancellation_request,saya tidak jadi ambil pesanan COD bang
cancellation_request,cancel orderan tokopedia yg belum diproses dong
complaint,mau lapor seller penipu dong
complaint,pelayanan mengecewakan banget min
payment_inquiry,minta invoice buat reimbursement kantor sob
order_status,ada live tracking kurir ga ya
refund_request,retur laptop ongkirnya tanggungan siapa gan
order_status,cek kiriman SiCepat saya dong
account_data,cara ganti alamat email yg terdaftar gan
payment_inquiry,cicilan 30% buat produk ini ada ga
cancellation_request,cancel reservasi lapangan saya nih
product_service_info,cara pake kamera gimana sih bang
account_data,cara hapus akun permanen gimana deh
payment_inquiry,kelebihan bayar bisa di refund ga min
technical_support,fitur live chat ga konek ke agent deh
cancellation_request,cancel orderan tokopedia yg belum diproses gan
order_status,minta info posisi paket resi GOS9384
operating_hours_location,buka pas hari belanja nasional ga untuk area Medan
account_data,cara pindahin akun dari hp lama ke baru gan
product_service_info,printer aman buat ibu hamil ga min
payment_inquiry,limit pembayaran per hari berapa ya kak
account_data,login device asing kok ga ada notif ya
cancellation_request,seller ga respon mau cancel aja deh
promotions_discounts,cara pake kupon diskon gimana kak
product_service_info,info produk tv dong
order_status,kapan kira-kira paket saya nyampe bang
technical_support,kenapa lazada terus not responding sob
technical_support,aplikasi traveloka force close mulu sob
complaint,udah komplen berkali-kali ga ada tanggapan ya
complaint,hp yg saya terima kotor banget
complaint,produk yg saya terima kotor banget
refund_request,kapan refund barang saya cair
operating_hours_location,toko offline di Bali dimana ya ya
operating_hours_location,lokasi gerai di Taman Anggrek lantai berapa
cancellation_request,beda harga pas checkout cancel aja bang
shipping_information,bisa request Pos Indonesia ga buat kirim pesanan dong
promotions_discounts,diskon korporat untuk anniversary berapa persen
payment_inquiry,tagihan saya dobel ini gimana sob
refund_request,dispute buka via bank bisa ga kalo seller kabur gan
cancellation_request,pembatalan tiket bus bisa ga deh
technical_support,app traveloka error pas buka checkout
operating_hours_location,parking tersedia ga di toko kak
shipping_information,kirim ke Lombok bisa pake SiCepat ga gan
refund_request,tolong bantu proses refund saya yang sudah lama gan
refund_request,dispute buka via bank bisa ga kalo seller kabur min
order_status,courier ga gerak-gerak dari kemarin sore dong
order_status,apa yang terjadi kalo paket hilang sob
technical_support,loading checkout nyangkut di 50% bang
payment_inquiry,sudah bayar tapi status masih unpaid dong
technical_support,notif aplikasi ini tidak masuk padahal on
complaint,komplain soal hp yg kotor
refund_request,gimana cara balikin pesanan min
order_status,bisa reschedule waktu pengiriman ga bang
promotions_discounts,ada free gift untuk pembelian diatas 100rb deh
refund_request,syarat pengembalian pesanan apa aja min
order_status,pesanan kehapus tapi udah bayar ini gimana ya
complaint,mau komplen nih barangnya tidak berfungsi sih
complaint,minta pertanggungjawaban atas tas rusak
product_service_info,powerbank sudah bersertifikat halal belum sob
product_service_info,ada edisi spesial keyboard buat lebaran bang
complaint,komplain soal item yg kotor
operating_hours_location,lokasi gerai di PIM lantai berapa
shipping_information,pengiriman Grab Express ke Balikpapan aman ga
payment_inquiry,tidak ada opsi cicilan di bank Permata deh
refund_request,kapan refund sepatu saya cair
cancellation_request,cara pembatalan yg tidak kena denda gimana sih
order_status,cek kiriman JNE saya dong kak
shipping_information,cara tracking AnterAja ke Pontianak
account_data,email saya salah minta diperbaiki
promotions_discounts,promo buy 1 get 1 free ada ga ya
promotions_discounts,cashback ShopeePay coins bisa buat apa aja nih
product_service_info,material barang ini terbuat dari apa deh
refund_request,barang salah kirim minta tuker atau refund dong
promotions_discounts,promo setia masih available ga ya
product_service_info,hp ini ada bonus aksesoris ga nih
shipping_information,kirim paket ke Bali via TIKI berapa hari
operating_hours_location,alamat lengkap cabang Pontianak apa
shipping_information,kirim paket ke Lombok via Grab Express berapa hari
complaint,respon lama solusi ga ada ya
promotions_discounts,bisa pake lebih dari 3 kupon ga
order_status,kenapa resi 882312 tidak terbaca
account_data,akun di-ban padahal bukan saya yg pake kak
technical_support,app nguras baterai dan bikin hp panas sih
refund_request,toko bilang refund max 4 hari udah lewat sih
shipping_information,cara tracking AnterAja ke Bandung
refund_request,refund lewat rekening Mandiri bisa ga ya
payment_inquiry,top up gagal tapi uang kepotong gan
product_service_info,ssd ini ada bonus aksesoris ga sob
refund_request,cara klaim refund paket yang rusak
operating_hours_location,jam operasional customer service bang
account_data,kok setelah ganti password malah ga bisa login
technical_support,menu notifikasi ga muncul di halaman sih
cancellation_request,seller ga respon mau cancel aja kak
complaint,tolong tangani complaint saya tentang produk
payment_inquiry,udah dp tapi pelunasan dibatalin sistem bang
operating_hours_location,alamat lengkap toko di Bandung sih
promotions_discounts,ada flash sale jam berapa nanti min
refund_request,cara klaim refund sepatu yang kumal
product_service_info,beli webcam dapet bonus apa ga
operating_hours_location,outlet Palembang buka hari Sabtu ga
promotions_discounts,voucher 12.12 masih berlaku ga
cancellation_request,orderan bisa di-cancel ga ya gan
payment_inquiry,bisa bayar pake kartu kredit ga gan
product_service_info,perlu maintenance khusus buat speaker ga deh
technical_support,fitur live chat ga konek ke agent dong
shipping_information,ekspedisi reguler vs kargo murah mana gan
operating_hours_location,alamat lengkap cabang Surabaya apa
cancellation_request,cancel kereta yg belum dipakai min
order_status,courier ga gerak-gerak dari 3 hari lalu ya
product_service_info,cara tau router ori atau palsu gimana min
order_status,paket saya ditandai delivered tapi belum nyampe nih
operating_hours_location,bisa lihat barang langsung di store ga nih
order_status,tolong cek status pengiriman saya gan
technical_support,menu favorit ga muncul di halaman sih
technical_support,gak bisa pilih alamat dari saved address
promotions_discounts,gratis ongkir sampai kapan ya
order_status,status order SHP938271 masih pending terus dong
complaint,apakah ada yg ngurus komplain serius di sini bang
payment_inquiry,cara bayar pake LinkAja gimana nih
product_service_info,beda earphone lite vs max apa
complaint,mau komplen nih barangnya tidak berfungsi ya
product_service_info,cara klaim garansi meja kerja gimana ya
product_service_info,mouse aman buat ibu hamil ga deh
order_status,tracking SHP3912 invalid nih deh
cancellation_request,minta cancel order yg seller tidak respon bang
technical_support,fitur wishlist di grab ga berfungsi
complaint,minta pertanggungjawaban atas barang kumal
shipping_information,ongkir dari Kalimantan ke Malang range berapa dong
promotions_discounts,kok harga di iklan sama di keranjang beda kak
cancellation_request,batalkan streaming musik saya deh
operating_hours_location,bisa minta dijemput ke rumah untuk service ga sob
order_status,kenapa resi TK29019 tidak terbaca
cancellation_request,cancel reservasi coworking saya dong
operating_hours_location,toko offline di Lombok dimana ya sob
product_service_info,info produk headphone dong
shipping_information,rate GoSend untuk 20 kg ke Papua
complaint,seller kirim item baret ini gimana
